,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
1125,host location not available,within an hour,82.0,100.0,f,host neighbourhood not available,14,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1125,t,26,5,2,0,4.6,5.0,5.0,4.0,4.8,4.6,4.4,t,706.3780821917808,706.3780821917808,413.42725892155295,1.0,2.0,0.26,56,86,361,704.7095890410959,98.9041095890411,1 bath,353.1890410958904,2.0,0.0,58.52775862449649
1126,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,8,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1000,t,16,5,5,2,4.8,4.8,5.0,5.0,5.0,4.4,4.6,t,160.54794520547946,160.54794520547946,17.870136774760223,1.0,2.0,1.69,33,63,338,148.8082191780822,92.6027397260274,1 bath,80.27397260273973,2.0,0.0,11.13071659178751
1127,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,2.0,2,1125,t,0,33,23,0,4.88,4.88,4.76,4.94,4.88,4.88,4.88,t,314.94520547945206,314.94520547945206,31.64009940583246,2.0,4.0,1.91,0,0,146,125.86301369863014,40.0,2.5 baths,78.73630136986301,2.0,0.0,10.046223551066806
1128,"Antwerp, Belgium",within a few hours,100.0,43.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Private room in rental unit,Private room,1.0,2,1125,t,27,9,2,0,5.0,5.0,4.89,5.0,5.0,4.78,4.89,f,80.0,80.0,0.0,1.0,2.0,0.46,57,87,362,79.34246575342466,99.17808219178083,1.5 baths,40.0,2.0,0.0,0.0
1129,"Antwerp, Belgium",within an hour,100.0,89.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,25,1125,t,2,6,5,0,4.83,5.0,4.33,4.83,5.0,4.83,4.67,f,57.0,57.0,0.0,1.0,2.0,0.36,2,2,91,14.210958904109589,24.93150684931507,1 bath,28.5,2.0,0.0,0.0
1130,"Antwerp, Belgium",within a day,100.0,78.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,30,670,t,0,8,6,0,4.88,5.0,4.75,5.0,5.0,4.88,4.88,f,49.917808219178085,49.917808219178085,0.9041027465426088,2.2309437386569875,2.0,0.43,23,53,143,19.589041095890412,39.178082191780824,1 bath,24.958904109589042,1.8929883176412219,0.0,1.8111827798466091
1131,"Schilde, Belgium",within an hour,100.0,98.0,t,host neighbourhood not available,1,['phone'],t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,2,14,t,15,47,27,2,4.89,4.85,4.83,4.81,4.91,4.72,4.72,t,195.13698630136986,195.13698630136986,2.6171196129510648,2.0,4.0,2.41,15,15,15,8.013698630136986,4.10958904109589,1.5 baths,48.784246575342465,2.0,0.0,1.3411704580233608
1132,"Antwerp, Belgium",within an hour,100.0,98.0,f,host neighbourhood not available,10,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,5,1125,t,0,9,6,0,5.0,5.0,4.89,5.0,5.0,4.89,4.89,f,128.54794520547946,128.54794520547946,13.560042602499621,1.0,4.0,0.46,0,28,28,9.863013698630137,7.671232876712329,1.5 baths,32.136986301369866,4.0,0.0,10.548626491714325
1133,host location not available,within a few hours,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,122,t,0,27,8,1,5.0,4.96,5.0,4.93,5.0,4.96,4.93,f,105.46027397260274,105.46027397260274,0.6643884501140058,1.0,2.0,1.51,0,0,26,7.526027397260274,7.123287671232877,1.5 baths,52.73013698630137,2.0,0.0,0.6299893079043258
1134,host location not available,response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,['phone'],t,neighbourhood not available,Entire serviced apartment,Entire home/apt,1.0,10,365,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,84.35342465753425,84.35342465753425,4.1975294340111855,1.0,2.0,1.745327198364008,0,0,0,0.0,0.0,1 bath,42.176712328767124,2.0,0.0,4.976122132625557
1135,"Antwerp, Belgium",within a few hours,100.0,57.0,t,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,15,120,t,29,6,4,1,4.83,4.83,4.5,4.83,4.83,4.83,4.83,f,50.0,50.0,0.0,1.0,2.0,0.31,45,45,123,16.84931506849315,33.6986301369863,1 shared bath,25.0,2.0,0.0,0.0
1136,"Antwerp, Belgium",within a few hours,100.0,89.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1125,t,21,20,19,2,4.4,4.6,4.25,4.5,4.65,4.8,4.3,f,108.4904109589041,108.4904109589041,8.094092344086786,2.0,4.0,1.05,45,70,160,44.62465753424657,43.83561643835616,1 bath,27.122602739726027,2.0,0.0,7.460652303319974
1137,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,5,t,20,15,9,1,4.4,4.27,4.0,4.93,4.87,4.87,4.33,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,7.0,0.82,50,76,351,72.0931506849315,96.16438356164385,1.5 baths,10.682191780821919,1.75,0.0,46.59031873653716
1138,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,5,t,18,56,26,0,4.27,4.43,3.95,4.64,4.61,4.88,4.38,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,7.0,2.87,46,72,347,71.02191780821917,95.06849315068493,1.5 baths,10.682191780821919,1.75,0.0,46.59031873653716
1139,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,5,t,22,27,20,0,4.22,4.22,3.96,4.52,4.67,4.74,4.33,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,7.0,1.54,52,78,353,72.27123287671233,96.7123287671233,1.5 baths,10.682191780821919,1.75,0.0,46.59031873653716
1140,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,5,t,20,15,6,2,3.8,4.33,3.87,4.53,4.2,4.73,3.93,t,74.77534246575343,74.77534246575343,34.838070391131744,3.0,7.0,0.76,48,73,344,69.47397260273972,94.24657534246576,1.5 baths,10.682191780821919,2.3333333333333335,0.0,46.59031873653716
1141,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,5,t,20,50,36,1,4.28,4.64,4.3,4.66,4.72,4.82,4.42,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,7.0,2.56,50,76,351,72.0931506849315,96.16438356164385,1.5 baths,10.682191780821919,1.75,0.0,46.59031873653716
1142,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,5,t,18,8,3,0,4.25,4.25,3.88,4.25,4.0,4.75,4.25,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,7.0,0.46,46,72,347,71.02191780821917,95.06849315068493,1.5 baths,10.682191780821919,1.75,0.0,46.59031873653716
1143,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,1125,t,14,100,68,1,4.94,4.94,4.89,4.96,4.99,4.81,4.91,f,66.69315068493151,66.69315068493151,3.1551601188502922,3.0,3.0,5.35,40,66,151,27.53698630136986,41.369863013698634,1 bath,22.231050228310504,1.0,0.0,4.730860795219803
1144,"Antwerp, Belgium",response not available,95.51634665282823,92.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,0,56,16,0,4.93,4.89,4.95,4.95,4.98,4.98,4.93,t,100.0,100.0,0.0,1.0,2.0,3.09,0,0,0,0.0,0.0,1.5 baths,50.0,2.0,0.0,0.0
1145,"Antwerp, Belgium",within a day,50.0,48.0,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaams Gewest, Belgium",Private room in rental unit,Private room,1.0,1,7,t,19,17,17,1,4.35,4.71,4.41,4.71,5.0,4.59,4.47,f,47.0,47.0,0.0,1.0,2.0,3.7,45,74,164,21.117808219178084,44.93150684931507,1 shared bath,23.5,2.0,0.0,0.0
1146,host location not available,response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,3,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,75.15616438356165,75.15616438356165,11.573000341138005,2.0,6.0,1.745327198364008,0,0,0,0.0,0.0,1.5 baths,12.526027397260274,3.0,0.0,15.398604274261343
1147,"Antwerp, Belgium",within a day,89.0,50.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,1.0,1,1125,t,0,6,2,0,5.0,5.0,5.0,5.0,4.83,5.0,4.83,f,80.0,80.0,0.0,1.0,2.0,0.35,26,56,120,26.301369863013697,32.87671232876712,1.5 baths,40.0,2.0,0.0,0.0
1148,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,18,36,21,2,4.47,4.42,4.58,4.58,4.53,4.81,4.47,t,699.6465753424658,699.6465753424658,422.4584035971269,1.0,4.0,1.88,48,75,350,694.5972602739726,95.8904109589041,1 bath,174.91164383561645,4.0,0.0,60.381686766685064
1149,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,22,1,0,0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,t,699.6465753424658,699.6465753424658,422.4584035971269,1.0,4.0,0.05,49,77,221,336.94794520547947,60.54794520547945,1 bath,174.91164383561645,4.0,0.0,60.381686766685064
1150,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,2,1,1,1,4.0,4.0,5.0,5.0,4.0,3.0,3.0,t,699.6465753424658,699.6465753424658,422.4584035971269,1.0,4.0,1.0,2,2,191,518.2356164383561,52.32876712328767,1 bath,174.91164383561645,4.0,0.0,60.381686766685064
1151,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,0,19,11,1,4.26,4.47,4.21,4.74,4.58,4.74,4.16,t,699.6465753424658,699.6465753424658,422.4584035971269,1.0,4.0,1.16,0,0,189,517.8082191780821,51.78082191780822,1 bath,174.91164383561645,4.0,0.0,60.381686766685064
1152,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,23,9,5,0,4.67,4.67,4.44,4.78,4.67,5.0,4.78,t,699.6465753424658,699.6465753424658,422.4584035971269,1.0,4.0,0.48,53,83,356,697.054794520548,97.53424657534246,1 bath,174.91164383561645,4.0,0.0,60.381686766685064
1153,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1125,t,16,6,2,0,4.0,4.0,4.33,4.67,4.17,5.0,4.0,t,699.6465753424658,699.6465753424658,422.4584035971269,2.2309437386569875,4.0,0.36,40,66,336,691.2821917808219,92.05479452054794,1 bath,174.91164383561645,1.8929883176412219,0.0,60.381686766685064
1154,host location not available,within an hour,82.0,100.0,f,host neighbourhood not available,14,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1125,t,26,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,706.3780821917808,706.3780821917808,413.42725892155295,1.0,2.0,1.745327198364008,56,86,361,704.7095890410959,98.9041095890411,1 bath,353.1890410958904,2.0,0.0,58.52775862449649
1155,host location not available,within a day,90.0,95.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,1.0,2,1125,t,24,36,18,1,4.86,4.92,4.94,4.89,4.92,4.81,4.81,f,85.0,85.0,0.0,1.0,2.0,1.95,24,47,101,23.52054794520548,27.671232876712327,1.5 baths,42.5,2.0,0.0,0.0
1156,"Antwerp, Belgium",a few days or more,14.0,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.510843373493976,1,1,t,27,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,450.0,450.0,0.0,1.0,12.0,1.745327198364008,57,87,87,107.26027397260275,23.835616438356162,1 bath,37.5,12.0,0.0,0.0
1157,"Antwerp, Belgium",within an hour,100.0,98.0,t,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.510843373493976,2,14,t,27,76,41,1,4.75,4.75,4.91,4.89,4.89,4.95,4.71,f,114.8027397260274,114.8027397260274,5.303377852756141,2.0,3.0,4.03,54,82,82,25.405479452054795,22.465753424657535,1 bath,38.2675799086758,1.5,0.0,4.619556872433934
1158,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,1125,t,4,37,24,0,4.86,4.92,4.76,4.78,4.95,4.49,4.84,f,59.3013698630137,59.3013698630137,1.7980830108547328,1.0,2.0,2.09,4,4,4,0.7671232876712328,1.095890410958904,1 bath,29.65068493150685,2.0,0.0,3.032110413314749
1159,"Antwerp, Belgium",within a few hours,90.0,88.0,f,host neighbourhood not available,4,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Private room in townhouse,Private room,1.0,2,1125,t,0,7,3,0,5.0,5.0,5.0,5.0,5.0,4.86,5.0,f,75.89041095890411,75.89041095890411,7.56575868640934,1.0,1.0,0.4,1,31,31,6.36986301369863,8.493150684931507,1.5 shared baths,75.89041095890411,1.0,0.0,9.969321012777648
1160,Netherlands,response not available,95.51634665282823,100.0,f,host neighbourhood not available,4,['phone'],t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,14,t,0,8,7,0,4.0,3.88,3.13,4.5,4.63,4.88,4.25,f,60.0,60.0,0.0,2.0,2.0,0.44,0,0,0,0.0,0.0,1 bath,30.0,1.0,0.0,0.0
1161,host location not available,within an hour,80.0,95.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,1,1125,t,26,11,5,2,4.73,4.73,4.55,4.73,4.27,4.64,4.73,t,130.0,130.0,0.0,1.0,4.0,0.61,56,72,347,123.58904109589041,95.06849315068493,1 bath,32.5,4.0,0.0,0.0
1162,"Antwerpen, Belgium",within a few hours,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,1.0,2,1125,t,25,23,17,0,5.0,5.0,5.0,5.0,4.96,4.96,4.91,f,102.95616438356164,102.95616438356164,0.4170099945339065,1.0,2.0,1.58,55,85,152,42.893150684931506,41.64383561643836,1.5 baths,51.47808219178082,2.0,0.0,0.40503645122242704
1163,"Antwerp, Belgium",within a day,50.0,57.0,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,1.0,1,1,t,28,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,202.05753424657533,202.05753424657533,34.978713769666825,1.0,2.0,0.14,58,88,178,106.27671232876712,48.76712328767123,1 bath,101.02876712328766,2.0,0.0,17.31126428920068
1164,"Antwerp, Belgium",within a day,50.0,57.0,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,1.0,1,5,t,27,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,156.7890410958904,156.7890410958904,6.422136374792951,1.0,2.0,1.745327198364008,57,87,87,35.75342465753425,23.835616438356162,1.5 baths,78.3945205479452,2.0,0.0,4.09603651499166
1165,"Antwerp, Belgium",within an hour,100.0,75.0,f,host neighbourhood not available,1,['phone'],t,neighbourhood not available,Entire home,Entire home/apt,1.0,6,1125,t,25,11,6,0,4.82,4.91,4.64,4.73,5.0,5.0,4.73,f,70.0,70.0,0.0,3.0,4.0,0.58,55,85,175,33.56164383561644,47.94520547945205,1 bath,17.5,1.3333333333333333,0.0,0.0
1166,"Antwerp, Belgium",a few days or more,33.0,21.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire home,Entire home/apt,4.0,3,1125,t,28,4,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,324.65205479452055,324.65205479452055,23.351754231990192,6.0,8.0,0.26,58,88,363,323.0082191780822,99.45205479452055,2.5 baths,40.58150684931507,1.3333333333333333,0.0,7.192855824297811
1167,"Antwerp, Belgium",within an hour,90.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,1,365,t,15,55,50,3,4.65,4.67,4.31,4.93,4.98,4.56,4.56,f,90.05479452054794,90.05479452054794,1.0468478451804244,1.0,2.0,4.23,43,72,347,85.56164383561644,95.06849315068493,1 bath,45.02739726027397,2.0,0.0,1.1624565363275172
1168,"Lommel, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,7,t,13,87,40,2,4.93,4.92,5.0,4.97,4.99,4.87,4.9,t,115.57534246575342,115.57534246575342,10.59042410120501,2.2309437386569875,2.0,4.68,30,52,288,90.43287671232876,78.9041095890411,1 private bath,57.78767123287671,1.8929883176412219,0.0,9.163221042882135
1169,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,9,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,1,365,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,150.0,150.0,0.0,3.0,5.0,1.745327198364008,0,0,0,0.0,0.0,1 bath,30.0,1.6666666666666667,0.0,0.0
1170,host location not available,within a few hours,100.0,98.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,1.510843373493976,2,1125,t,5,52,38,0,4.9,4.88,4.94,4.81,4.77,4.98,4.85,f,122.3972602739726,122.3972602739726,7.371126708773678,1.0,4.0,2.81,35,65,245,82.67123287671232,67.12328767123287,Half-bath,30.59931506849315,4.0,0.0,6.022297143150291
1171,"Antwerp, Belgium",within a day,50.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,4.0,3,1125,t,29,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,350.0,350.0,0.0,4.0,8.0,0.14,59,89,364,349.041095890411,99.72602739726028,2 baths,43.75,2.0,0.0,0.0
1172,"Antwerp, Belgium",within an hour,100.0,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire townhouse,Entire home/apt,2.0,12,14,t,23,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,175.0,175.0,0.0,2.0,4.0,1.745327198364008,53,83,83,39.794520547945204,22.73972602739726,1.5 baths,43.75,2.0,0.0,0.0
1173,Belgium,within a few hours,100.0,71.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,1,30,t,27,8,8,0,4.75,4.5,4.88,4.5,4.63,4.75,4.63,f,102.84931506849315,102.84931506849315,4.520014200833205,1.0,2.0,1.24,57,87,177,49.863013698630134,48.49315068493151,1 private bath,51.42465753424658,2.0,0.0,4.394792709920404
1174,"Rotterdam, Netherlands",within an hour,100.0,0.0,f,host neighbourhood not available,1,['phone'],t,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,31,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,228.26301369863015,228.26301369863015,13.108041182416303,1.0,2.0,1.745327198364008,1,1,15,9.27945205479452,4.10958904109589,1.5 baths,114.13150684931507,2.0,0.0,5.742516481326456
1175,"Antwerp, Belgium",within an hour,99.0,99.0,t,host neighbourhood not available,24,"['phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,365,t,22,80,53,2,4.7,4.75,4.76,4.75,4.63,4.84,4.54,t,164.24109589041095,164.24109589041095,62.890162047113606,2.0,4.0,4.45,50,80,163,65.85205479452055,44.657534246575345,1 bath,41.06027397260274,2.0,0.0,38.2913677640563
